filepath,label,label_id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
dataset\C\0013.png,C,0,0.0,0.18513597548007965,0.44829264283180237,0.6592016220092773,0.8392298221588135,0.5393112301826477,0.7897599339485168,0.7615146040916443,0.6633473634719849,0.40591663122177124,0.5262795686721802,0.41748178005218506,0.33194488286972046,0.22870823740959167,0.24546559154987335,0.19155821204185486,0.1437283605337143,0.041685670614242554,0.01621723361313343,-0.013664956204593182,-0.042921632528305054,0.0,-0.3027498424053192,-0.3303358852863312,-0.26847490668296814,-0.25862419605255127,0.21439538896083832,0.4649408757686615,0.2297460436820984,-0.01204547006636858,0.41580522060394287,0.34526193141937256,-0.0895981714129448,-0.31181657314300537,0.5156709551811218,0.3586091101169586,-0.07169387489557266,-0.32113081216812134,0.5403339862823486,0.6096696257591248,0.6019835472106934,0.6696640849113464,0.0,-0.11706513166427612,-0.2112549990415573,-0.30092447996139526,-0.3811577558517456,-0.26769742369651794,-0.4469068646430969,-0.5171710848808289,-0.5436612963676453,-0.29760098457336426,-0.5010733008384705,-0.5351872444152832,-0.5273851156234741,-0.3417760133743286,-0.5407869815826416,-0.5425517559051514,-0.5134509205818176,-0.39228519797325134,-0.5591103434562683,-0.5783169865608215,-0.5643283128738403
dataset\C\0014.png,C,0,0.0,0.15529628098011017,0.27574267983436584,0.3720884919166565,0.46010997891426086,0.21448467671871185,0.2576599419116974,0.2666040062904358,0.28728026151657104,0.052095819264650345,0.03807248920202255,0.018997089937329292,0.012121160514652729,-0.10929814726114273,-0.13715499639511108,-0.13069559633731842,-0.11479508876800537,-0.24771243333816528,-0.35989534854888916,-0.4528365433216095,-0.5214899182319641,0.0,-0.08279380947351456,-0.07298053056001663,-0.009484747424721718,0.12301457673311234,0.24422170221805573,0.2464814931154251,0.3018976151943207,0.37728673219680786,0.28828561305999756,-0.029792584478855133,-0.3103065490722656,-0.5150965452194214,0.24107778072357178,-0.06255719065666199,-0.3510180711746216,-0.6227132678031921,0.1856866329908371,0.06018330156803131,0.007695566397160292,-0.04371299594640732,0.0,-0.05256542190909386,-0.12026876956224442,-0.1749754697084427,-0.23524367809295654,-0.26301419734954834,-0.36140966415405273,-0.4005972445011139,-0.41606029868125916,-0.27319592237472534,-0.37084558606147766,-0.3991476893424988,-0.42693743109703064,-0.2755811810493469,-0.3804224133491516,-0.4347783327102661,-0.4706979990005493,-0.27178269624710083,-0.3460426926612854,-0.3694405257701874,-0.3938009440898895
dataset\C\0015.png,C,0,0.0,0.11754573881626129,0.22097240388393402,0.32191890478134155,0.46342161297798157,0.19307291507720947,0.18888628482818604,0.20379705727100372,0.2309689074754715,0.027807321399450302,-0.05027111992239952,-0.10196825116872787,-0.14841637015342712,-0.1233704537153244,-0.22681079804897308,-0.2801225781440735,-0.3162722885608673,-0.25475558638572693,-0.3820982575416565,-0.46933305263519287,-0.536578357219696,0.0,-0.3427125811576843,-0.5839642882347107,-0.6555677056312561,-0.5703728795051575,-0.17414386570453644,-0.3759114742279053,-0.3769652545452118,-0.3518029451370239,-0.035861074924468994,-0.4029766917228699,-0.6890919208526611,-0.9323949813842773,0.03836820647120476,-0.33617231249809265,-0.6090133190155029,-0.8749910593032837,0.06028519198298454,-0.008518933318555355,0.003007854102179408,-0.01018670853227377,0.0,-0.08775883913040161,-0.1702505201101303,-0.23630574345588684,-0.31193891167640686,-0.29905909299850464,-0.4122677445411682,-0.4857068955898285,-0.5395251512527466,-0.31984591484069824,-0.4344051778316498,-0.5158109664916992,-0.5954318642616272,-0.3308276832103729,-0.46094372868537903,-0.5314099788665771,-0.5924381613731384,-0.3410089612007141,-0.4434235095977783,-0.4669075012207031,-0.4949936866760254
dataset\C\0016.png,C,0,0.0,0.06838234513998032,0.12123790383338928,0.1993848830461502,0.33319732546806335,0.15217730402946472,0.13116495311260223,0.1537361741065979,0.1876482218503952,0.013523165136575699,-0.08816780149936676,-0.15487848222255707,-0.210323765873909,-0.11433854699134827,-0.24841701984405518,-0.30785900354385376,-0.35796380043029785,-0.21478188037872314,-0.3325819969177246,-0.4059232771396637,-0.47021445631980896,0.0,-0.2734791040420532,-0.42433640360832214,-0.4792237877845764,-0.41616562008857727,-0.012582003138959408,-0.1252356320619583,-0.13524965941905975,-0.1393493115901947,0.1531609445810318,-0.11311639100313187,-0.34856677055358887,-0.5775377750396729,0.23567940294742584,-0.027264460921287537,-0.254600465297699,-0.49183839559555054,0.2663843631744385,0.28817105293273926,0.3772691488265991,0.42246222496032715,0.0,-0.05586675554513931,-0.13258221745491028,-0.197378009557724,-0.2689679265022278,-0.26468801498413086,-0.36854711174964905,-0.4409469664096832,-0.4943135380744934,-0.28874877095222473,-0.4038190245628357,-0.4861757457256317,-0.5635556578636169,-0.2993288040161133,-0.4137799143791199,-0.47175365686416626,-0.5232294201850891,-0.3072082996368408,-0.38205528259277344,-0.3893943428993225,-0.40797561407089233
dataset\C\0017.png,C,0,0.0,0.13423438370227814,0.2932606637477875,0.393385648727417,0.4810136556625366,0.6251897811889648,0.8956273794174194,0.7797843217849731,0.6049159169197083,0.5686522722244263,0.8640247583389282,0.7334423661231995,0.5779822468757629,0.42833203077316284,0.537010908126831,0.4161570966243744,0.30299112200737,0.2338910549879074,0.22703513503074646,0.20494380593299866,0.18833573162555695,0.0,-0.41406187415122986,-0.5834119915962219,-0.6686734557151794,-0.6945542693138123,-0.2910943925380707,-0.39769744873046875,-0.6321075558662415,-0.729011058807373,-0.02494000643491745,-0.1286800652742386,-0.4491337537765503,-0.6085882186889648,0.16835807263851166,-0.07719991356134415,-0.45716071128845215,-0.6719244718551636,0.27098894119262695,0.2341582030057907,0.12691336870193481,0.08974259346723557,0.0,-0.05684027075767517,-0.15074209868907928,-0.24256373941898346,-0.32902461290359497,-0.2773350477218628,-0.46641236543655396,-0.5424126982688904,-0.5694998502731323,-0.3418562710285187,-0.5465043783187866,-0.5847272872924805,-0.5719406604766846,-0.41182130575180054,-0.6096476912498474,-0.6506216526031494,-0.6472138166427612,-0.4792432188987732,-0.6628652215003967,-0.7275250554084778,-0.7479031682014465
dataset\C\0018.png,C,0,0.0,0.13949191570281982,0.2684483230113983,0.35999441146850586,0.45134714245796204,0.2897493839263916,0.419120192527771,0.386859655380249,0.33033615350723267,0.21781376004219055,0.2398873269557953,0.18693453073501587,0.13141664862632751,0.11571613699197769,0.10440993309020996,0.07132191956043243,0.04029087349772453,0.006841656286269426,-0.04329485818743706,-0.06576990336179733,-0.0804980918765068,0.0,-0.15456271171569824,-0.368459552526474,-0.5385572910308838,-0.5719737410545349,-0.32110369205474854,-0.4726487398147583,-0.6107309460639954,-0.6502034068107605,-0.27005499601364136,-0.6223588585853577,-0.8491213321685791,-0.958976149559021,-0.24436813592910767,-0.6217918992042542,-0.8560272455215454,-1.0,-0.2330283671617508,-0.43571737408638,-0.5134627223014832,-0.554675817489624,0.0,0.007045662961900234,-0.01804587058722973,-0.039518553763628006,-0.06616058200597763,-0.14436139166355133,-0.20214907824993134,-0.2126341015100479,-0.21433258056640625,-0.17488962411880493,-0.24706001579761505,-0.2660328149795532,-0.2760142683982849,-0.1962933987379074,-0.2682636082172394,-0.30241718888282776,-0.32301008701324463,-0.20761370658874512,-0.27804359793663025,-0.3091144561767578,-0.32601436972618103
dataset\C\0019.png,C,0,0.0,0.1319381147623062,0.24061504006385803,0.3125518560409546,0.3969634473323822,0.21922972798347473,0.2905346155166626,0.2675319015979767,0.23121927678585052,0.13019230961799622,0.13819685578346252,0.11238747090101242,0.08828640729188919,0.03435390070080757,0.030757682397961617,0.02117839828133583,0.013575658202171326,-0.05233561620116234,-0.09766147285699844,-0.1273566335439682,-0.14775875210762024,0.0,-0.10457409173250198,-0.2834939956665039,-0.45967182517051697,-0.5204136371612549,-0.33994072675704956,-0.5919319987297058,-0.7213082909584045,-0.7268533110618591,-0.3776255249977112,-0.7502596974372864,-0.8804097175598145,-0.8897883296012878,-0.397117555141449,-0.7427114248275757,-0.914068341255188,-1.0,-0.3897654414176941,-0.608566403388977,-0.7233030796051025,-0.8077235817909241,0.0,0.01695225015282631,0.010141173377633095,0.009513652883470058,0.008657491765916348,-0.10047268122434616,-0.13462112843990326,-0.1207965835928917,-0.09948527067899704,-0.11382370442152023,-0.15914762020111084,-0.1372084617614746,-0.10597196221351624,-0.12012375891208649,-0.15991978347301483,-0.14945827424526215,-0.1301674097776413,-0.11856875568628311,-0.15754657983779907,-0.1658877730369568,-0.15966176986694336
dataset\C\0020.png,C,0,0.0,0.23631151020526886,0.541172206401825,0.7626016139984131,0.9710711240768433,0.618284285068512,0.8546636700630188,0.9045819640159607,0.9267327189445496,0.4475681781768799,0.7146589756011963,0.7104842662811279,0.6729356050491333,0.25845175981521606,0.4220973253250122,0.3445306122303009,0.25272953510284424,0.05287595093250275,0.12427520751953125,0.05695025250315666,-0.02892889827489853,0.0,-0.3599042594432831,-0.5297834873199463,-0.4768727719783783,-0.3725801110267639,-0.5391822457313538,-0.36491093039512634,-0.33219075202941895,-0.407502681016922,-0.2559630274772644,0.24676953256130219,0.1868114173412323,0.007656481117010117,0.02684568241238594,0.39291077852249146,0.137294203042984,-0.15747039020061493,0.2692573368549347,0.44836094975471497,0.24375559389591217,-0.005062943324446678,0.0,-0.26054930686950684,-0.5379799008369446,-0.7755938172340393,-1.0239002704620361,-0.8257474303245544,-1.2624562978744507,-1.5547376871109009,-1.7498222589492798,-0.8902619481086731,-1.3575193881988525,-1.59688401222229,-1.7690356969833374,-0.9526026844978333,-1.3524043560028076,-1.4842431545257568,-1.5683252811431885,-1.0250920057296753,-1.3231464624404907,-1.4212865829467773,-1.4945253133773804
dataset\C\0021.png,C,0,0.0,-0.045127976685762405,-0.17772839963436127,-0.2739405333995819,-0.29522085189819336,-0.19820332527160645,-0.33051589131355286,-0.4011662006378174,-0.4456077814102173,-0.1037401482462883,0.02603674866259098,0.17995904386043549,0.3079085052013397,0.020219802856445312,0.14468428492546082,0.2715633511543274,0.3722461760044098,0.15163500607013702,0.25638318061828613,0.35794463753700256,0.4389168620109558,0.0,-0.4367038607597351,-0.5959151983261108,-0.6058806777000427,-0.46903249621391296,-0.14898502826690674,-0.1336967796087265,-0.18180310726165771,-0.2493903785943985,0.14556188881397247,0.0020862030796706676,-0.35529986023902893,-0.6133426427841187,0.3304083049297333,0.09673279523849487,-0.271849662065506,-0.5462292432785034,0.38665732741355896,0.2985052466392517,0.12537066638469696,-0.022471237927675247,0.0,-0.19873689115047455,-0.37307068705558777,-0.5254899859428406,-0.6934393048286438,-0.5252676010131836,-0.7811545729637146,-0.9475849866867065,-1.054187297821045,-0.5467783212661743,-0.8349470496177673,-0.9802727103233337,-1.0813252925872803,-0.5699960589408875,-0.8522160053253174,-0.9615910649299622,-1.0152508020401,-0.6005484461784363,-0.8344393968582153,-0.9214251637458801,-0.9707614779472351
dataset\C\0022.png,C,0,0.0,0.11878465116024017,0.2583172023296356,0.38973578810691833,0.508314311504364,0.25889110565185547,0.35921403765678406,0.3714858591556549,0.37045830488204956,0.16644227504730225,0.1508718729019165,0.08362773060798645,0.009907691739499569,0.046881988644599915,-0.007063708733767271,-0.05999006703495979,-0.11037739366292953,-0.07646395266056061,-0.1722044199705124,-0.22765813767910004,-0.27559101581573486,0.0,-0.3234446942806244,-0.5743133425712585,-0.7015431523323059,-0.6648343205451965,-0.3091297447681427,-0.3977736830711365,-0.45897912979125977,-0.4530581831932068,-0.1786920130252838,-0.5417267680168152,-0.8225719928741455,-0.9878812432289124,-0.11758758127689362,-0.5118704438209534,-0.7899963855743408,-1.0,-0.09457023441791534,-0.2595975995063782,-0.333401620388031,-0.39918163418769836,0.0,-0.011827593669295311,-0.06013597175478935,-0.09925299137830734,-0.14579512178897858,-0.2130921185016632,-0.29885122179985046,-0.3386993408203125,-0.3644165098667145,-0.24902039766311646,-0.3529200553894043,-0.4061146080493927,-0.4487123191356659,-0.2709150016307831,-0.3723028004169464,-0.42768749594688416,-0.46691200137138367,-0.28286856412887573,-0.3699779212474823,-0.40262189507484436,-0.42665621638298035
